CAU,CAU_NAME,TLA,TLA_NAME,TLA_06,TLA_06_NAME,YEAR,POP_PROJECTION
506616,Matheson Bay,76,Auckland,4,Rodney District,2033,170
506616,Matheson Bay,76,Auckland,4,Rodney District,2038,170
506616,Matheson Bay,76,Auckland,4,Rodney District,2043,180
506620,Kawau,76,Auckland,4,Rodney District,2013,80
506620,Kawau,76,Auckland,4,Rodney District,2018,90
506620,Kawau,76,Auckland,4,Rodney District,2023,100
506620,Kawau,76,Auckland,4,Rodney District,2028,110
506620,Kawau,76,Auckland,4,Rodney District,2033,120
506620,Kawau,76,Auckland,4,Rodney District,2038,130
506620,Kawau,76,Auckland,4,Rodney District,2043,140
506631,Snells Beach,76,Auckland,4,Rodney District,2013,3700
506631,Snells Beach,76,Auckland,4,Rodney District,2018,4080
506631,Snells Beach,76,Auckland,4,Rodney District,2023,4380
506631,Snells Beach,76,Auckland,4,Rodney District,2028,4690
506631,Snells Beach,76,Auckland,4,Rodney District,2033,4990
506631,Snells Beach,76,Auckland,4,Rodney District,2038,5280
506631,Snells Beach,76,Auckland,4,Rodney District,2043,5560
506633,Algies Bay,76,Auckland,4,Rodney District,2013,710
506633,Algies Bay,76,Auckland,4,Rodney District,2018,760
506633,Algies Bay,76,Auckland,4,Rodney District,2023,750
506633,Algies Bay,76,Auckland,4,Rodney District,2028,780
506633,Algies Bay,76,Auckland,4,Rodney District,2033,820
506633,Algies Bay,76,Auckland,4,Rodney District,2038,860
506633,Algies Bay,76,Auckland,4,Rodney District,2043,900
506634,Mahurangi,76,Auckland,4,Rodney District,2013,370
506634,Mahurangi,76,Auckland,4,Rodney District,2018,420
506634,Mahurangi,76,Auckland,4,Rodney District,2023,480
506634,Mahurangi,76,Auckland,4,Rodney District,2028,530
506634,Mahurangi,76,Auckland,4,Rodney District,2033,590
506634,Mahurangi,76,Auckland,4,Rodney District,2038,650
506634,Mahurangi,76,Auckland,4,Rodney District,2043,710
506642,South Head,76,Auckland,4,Rodney District,2013,1520
506642,South Head,76,Auckland,4,Rodney District,2018,1650
506642,South Head,76,Auckland,4,Rodney District,2023,1740
506642,South Head,76,Auckland,4,Rodney District,2028,1880
506642,South Head,76,Auckland,4,Rodney District,2033,2000
506642,South Head,76,Auckland,4,Rodney District,2038,2110
506642,South Head,76,Auckland,4,Rodney District,2043,2200
506644,Parakai Rural,76,Auckland,4,Rodney District,2013,600
506644,Parakai Rural,76,Auckland,4,Rodney District,2018,670
506644,Parakai Rural,76,Auckland,4,Rodney District,2023,740
506644,Parakai Rural,76,Auckland,4,Rodney District,2028,810
506644,Parakai Rural,76,Auckland,4,Rodney District,2033,880
506644,Parakai Rural,76,Auckland,4,Rodney District,2038,940
506644,Parakai Rural,76,Auckland,4,Rodney District,2043,1000
506645,Parakai Urban,76,Auckland,4,Rodney District,2013,1090
506645,Parakai Urban,76,Auckland,4,Rodney District,2018,1190
506645,Parakai Urban,76,Auckland,4,Rodney District,2023,1300
506645,Parakai Urban,76,Auckland,4,Rodney District,2028,1400
506645,Parakai Urban,76,Auckland,4,Rodney District,2033,1510
506645,Parakai Urban,76,Auckland,4,Rodney District,2038,1630
506645,Parakai Urban,76,Auckland,4,Rodney District,2043,1750
506646,Kaukapakapa Rural,76,Auckland,4,Rodney District,2013,2590
506646,Kaukapakapa Rural,76,Auckland,4,Rodney District,2018,2940
506646,Kaukapakapa Rural,76,Auckland,4,Rodney District,2023,3220
506646,Kaukapakapa Rural,76,Auckland,4,Rodney District,2028,3620
506646,Kaukapakapa Rural,76,Auckland,4,Rodney District,2033,4030
506646,Kaukapakapa Rural,76,Auckland,4,Rodney District,2038,4420
506646,Kaukapakapa Rural,76,Auckland,4,Rodney District,2043,4790
506647,Kaukapakapa,76,Auckland,4,Rodney District,2013,460
506647,Kaukapakapa,76,Auckland,4,Rodney District,2018,500
506647,Kaukapakapa,76,Auckland,4,Rodney District,2023,530
506647,Kaukapakapa,76,Auckland,4,Rodney District,2028,570
506647,Kaukapakapa,76,Auckland,4,Rodney District,2033,610
506647,Kaukapakapa,76,Auckland,4,Rodney District,2038,650
506647,Kaukapakapa,76,Auckland,4,Rodney District,2043,690
506648,Helensville South,76,Auckland,4,Rodney District,2013,600
506648,Helensville South,76,Auckland,4,Rodney District,2018,710
506648,Helensville South,76,Auckland,4,Rodney District,2023,990
506648,Helensville South,76,Auckland,4,Rodney District,2028,1080
506648,Helensville South,76,Auckland,4,Rodney District,2033,1320
506648,Helensville South,76,Auckland,4,Rodney District,2038,1570
506648,Helensville South,76,Auckland,4,Rodney District,2043,1810
506652,Rewiti,76,Auckland,4,Rodney District,2013,2090
506652,Rewiti,76,Auckland,4,Rodney District,2018,2200
506652,Rewiti,76,Auckland,4,Rodney District,2023,2330
506652,Rewiti,76,Auckland,4,Rodney District,2028,2470
506652,Rewiti,76,Auckland,4,Rodney District,2033,2590
506652,Rewiti,76,Auckland,4,Rodney District,2038,2690
506652,Rewiti,76,Auckland,4,Rodney District,2043,2780
506653,Riverhead,76,Auckland,4,Rodney District,2013,3360
506653,Riverhead,76,Auckland,4,Rodney District,2018,3660
506653,Riverhead,76,Auckland,4,Rodney District,2023,3870
506653,Riverhead,76,Auckland,4,Rodney District,2028,4090
506653,Riverhead,76,Auckland,4,Rodney District,2033,4300
506653,Riverhead,76,Auckland,4,Rodney District,2038,4490
506653,Riverhead,76,Auckland,4,Rodney District,2043,4640
506654,Muriwai Beach,76,Auckland,4,Rodney District,2013,1190
506654,Muriwai Beach,76,Auckland,4,Rodney District,2018,1260
506654,Muriwai Beach,76,Auckland,4,Rodney District,2023,1340
506654,Muriwai Beach,76,Auckland,4,Rodney District,2028,1420
506654,Muriwai Beach,76,Auckland,4,Rodney District,2033,1510
506654,Muriwai Beach,76,Auckland,4,Rodney District,2038,1590
506654,Muriwai Beach,76,Auckland,4,Rodney District,2043,1670
506655,Muriwai Valley,76,Auckland,4,Rodney District,2013,750
506655,Muriwai Valley,76,Auckland,4,Rodney District,2018,840
506655,Muriwai Valley,76,Auckland,4,Rodney District,2023,930
506655,Muriwai Valley,76,Auckland,4,Rodney District,2028,1030
506655,Muriwai Valley,76,Auckland,4,Rodney District,2033,1130
506655,Muriwai Valley,76,Auckland,4,Rodney District,2038,1230
506655,Muriwai Valley,76,Auckland,4,Rodney District,2043,1320
506656,Waitakere West,76,Auckland,4,Rodney District,2013,630
506656,Waitakere West,76,Auckland,4,Rodney District,2018,660
506656,Waitakere West,76,Auckland,4,Rodney District,2023,690
506656,Waitakere West,76,Auckland,4,Rodney District,2028,730
506656,Waitakere West,76,Auckland,4,Rodney District,2033,760
506656,Waitakere West,76,Auckland,4,Rodney District,2038,780
506656,Waitakere West,76,Auckland,4,Rodney District,2043,800
506657,Point Wells,76,Auckland,4,Rodney District,2013,400
506657,Point Wells,76,Auckland,4,Rodney District,2018,420
506657,Point Wells,76,Auckland,4,Rodney District,2023,440
506657,Point Wells,76,Auckland,4,Rodney District,2028,460
506657,Point Wells,76,Auckland,4,Rodney District,2033,480
506657,Point Wells,76,Auckland,4,Rodney District,2038,490
506657,Point Wells,76,Auckland,4,Rodney District,2043,510
506658,Omaha,76,Auckland,4,Rodney District,2013,650
506658,Omaha,76,Auckland,4,Rodney District,2018,800
506658,Omaha,76,Auckland,4,Rodney District,2023,890
506658,Omaha,76,Auckland,4,Rodney District,2028,1030
506658,Omaha,76,Auckland,4,Rodney District,2033,1160
506658,Omaha,76,Auckland,4,Rodney District,2038,1270
506658,Omaha,76,Auckland,4,Rodney District,2043,1390
506659,Matakana,76,Auckland,4,Rodney District,2013,300
506659,Matakana,76,Auckland,4,Rodney District,2018,350
506659,Matakana,76,Auckland,4,Rodney District,2023,410
506659,Matakana,76,Auckland,4,Rodney District,2028,470
506659,Matakana,76,Auckland,4,Rodney District,2033,520
506659,Matakana,76,Auckland,4,Rodney District,2038,580
506659,Matakana,76,Auckland,4,Rodney District,2043,630
506660,Cape Rodney,76,Auckland,4,Rodney District,2013,3050
506660,Cape Rodney,76,Auckland,4,Rodney District,2018,3370
506660,Cape Rodney,76,Auckland,4,Rodney District,2023,3630
506660,Cape Rodney,76,Auckland,4,Rodney District,2028,4010
506660,Cape Rodney,76,Auckland,4,Rodney District,2033,4400
506660,Cape Rodney,76,Auckland,4,Rodney District,2038,4800
506660,Cape Rodney,76,Auckland,4,Rodney District,2043,5210
506661,Cape Rodney South,76,Auckland,4,Rodney District,2013,2950
506661,Cape Rodney South,76,Auckland,4,Rodney District,2018,3390
506661,Cape Rodney South,76,Auckland,4,Rodney District,2023,3730
506661,Cape Rodney South,76,Auckland,4,Rodney District,2028,4070
506661,Cape Rodney South,76,Auckland,4,Rodney District,2033,4390
506661,Cape Rodney South,76,Auckland,4,Rodney District,2038,4680
506661,Cape Rodney South,76,Auckland,4,Rodney District,2043,4930
506800,Helensville,76,Auckland,4,Rodney District,2013,2760
506800,Helensville,76,Auckland,4,Rodney District,2018,2890
506800,Helensville,76,Auckland,4,Rodney District,2023,3040
506800,Helensville,76,Auckland,4,Rodney District,2028,3200
506800,Helensville,76,Auckland,4,Rodney District,2033,3370
506800,Helensville,76,Auckland,4,Rodney District,2038,3520
506800,Helensville,76,Auckland,4,Rodney District,2043,3660
506901,Awaruku,76,Auckland,5,North Shore City,2013,3800
506901,Awaruku,76,Auckland,5,North Shore City,2018,3900
506901,Awaruku,76,Auckland,5,North Shore City,2023,4020
506901,Awaruku,76,Auckland,5,North Shore City,2028,4140
506901,Awaruku,76,Auckland,5,North Shore City,2033,4240
506901,Awaruku,76,Auckland,5,North Shore City,2038,4320
506901,Awaruku,76,Auckland,5,North Shore City,2043,4380
506902,Glamorgan,76,Auckland,5,North Shore City,2013,3470
506902,Glamorgan,76,Auckland,5,North Shore City,2018,3560
506902,Glamorgan,76,Auckland,5,North Shore City,2023,3670
506902,Glamorgan,76,Auckland,5,North Shore City,2028,3790
506902,Glamorgan,76,Auckland,5,North Shore City,2033,3900
506902,Glamorgan,76,Auckland,5,North Shore City,2038,3990
506902,Glamorgan,76,Auckland,5,North Shore City,2043,4080
506903,Torbay,76,Auckland,5,North Shore City,2013,5110
506903,Torbay,76,Auckland,5,North Shore City,2018,5510
506903,Torbay,76,Auckland,5,North Shore City,2023,5930
506903,Torbay,76,Auckland,5,North Shore City,2028,6370
506903,Torbay,76,Auckland,5,North Shore City,2033,6820
506903,Torbay,76,Auckland,5,North Shore City,2038,7250
506903,Torbay,76,Auckland,5,North Shore City,2043,7680
507000,Waiake,76,Auckland,5,North Shore City,2013,4550
507000,Waiake,76,Auckland,5,North Shore City,2018,4640
507000,Waiake,76,Auckland,5,North Shore City,2023,4750
507000,Waiake,76,Auckland,5,North Shore City,2028,4870
507000,Waiake,76,Auckland,5,North Shore City,2033,4990
507000,Waiake,76,Auckland,5,North Shore City,2038,5090
507000,Waiake,76,Auckland,5,North Shore City,2043,5170
507101,Browns Bay,76,Auckland,5,North Shore City,2013,4430
507101,Browns Bay,76,Auckland,5,North Shore City,2018,4790
507101,Browns Bay,76,Auckland,5,North Shore City,2023,5060
507101,Browns Bay,76,Auckland,5,North Shore City,2028,5340
507101,Browns Bay,76,Auckland,5,North Shore City,2033,5620
507101,Browns Bay,76,Auckland,5,North Shore City,2038,5880
507101,Browns Bay,76,Auckland,5,North Shore City,2043,6120
507102,Oaktree,76,Auckland,5,North Shore City,2013,4830
507102,Oaktree,76,Auckland,5,North Shore City,2018,4930
507102,Oaktree,76,Auckland,5,North Shore City,2023,5040
507102,Oaktree,76,Auckland,5,North Shore City,2028,5150
507102,Oaktree,76,Auckland,5,North Shore City,2033,5240
507102,Oaktree,76,Auckland,5,North Shore City,2038,5310
507102,Oaktree,76,Auckland,5,North Shore City,2043,5370
507200,Rothesay Bay,76,Auckland,5,North Shore City,2013,5730
507200,Rothesay Bay,76,Auckland,5,North Shore City,2018,6100
507200,Rothesay Bay,76,Auckland,5,North Shore City,2023,6300
507200,Rothesay Bay,76,Auckland,5,North Shore City,2028,6500
507200,Rothesay Bay,76,Auckland,5,North Shore City,2033,6690
507200,Rothesay Bay,76,Auckland,5,North Shore City,2038,6860
507200,Rothesay Bay,76,Auckland,5,North Shore City,2043,6990
507300,Murrays Bay,76,Auckland,5,North Shore City,2013,4950
507300,Murrays Bay,76,Auckland,5,North Shore City,2018,5100
507300,Murrays Bay,76,Auckland,5,North Shore City,2023,5270
507300,Murrays Bay,76,Auckland,5,North Shore City,2028,5440
507300,Murrays Bay,76,Auckland,5,North Shore City,2033,5580
507300,Murrays Bay,76,Auckland,5,North Shore City,2038,5690
507300,Murrays Bay,76,Auckland,5,North Shore City,2043,5770
507400,Mairangi Bay,76,Auckland,5,North Shore City,2013,5620
507400,Mairangi Bay,76,Auckland,5,North Shore City,2018,5840
507400,Mairangi Bay,76,Auckland,5,North Shore City,2023,6070
507400,Mairangi Bay,76,Auckland,5,North Shore City,2028,6310
507400,Mairangi Bay,76,Auckland,5,North Shore City,2033,6560
507400,Mairangi Bay,76,Auckland,5,North Shore City,2038,6790
507400,Mairangi Bay,76,Auckland,5,North Shore City,2043,7020
507500,Campbells Bay,76,Auckland,5,North Shore City,2013,2530
507500,Campbells Bay,76,Auckland,5,North Shore City,2018,2650
507500,Campbells Bay,76,Auckland,5,North Shore City,2023,2770
507500,Campbells Bay,76,Auckland,5,North Shore City,2028,2890
507500,Campbells Bay,76,Auckland,5,North Shore City,2033,3010
507500,Campbells Bay,76,Auckland,5,North Shore City,2038,3110
507500,Campbells Bay,76,Auckland,5,North Shore City,2043,3200
507710,Castor Bay,76,Auckland,5,North Shore City,2013,3170
507710,Castor Bay,76,Auckland,5,North Shore City,2018,3280
507710,Castor Bay,76,Auckland,5,North Shore City,2023,3360
507710,Castor Bay,76,Auckland,5,North Shore City,2028,3440
507710,Castor Bay,76,Auckland,5,North Shore City,2033,3520
507710,Castor Bay,76,Auckland,5,North Shore City,2038,3580
507710,Castor Bay,76,Auckland,5,North Shore City,2043,3630
507720,Crown Hill,76,Auckland,5,North Shore City,2013,3710
507720,Crown Hill,76,Auckland,5,North Shore City,2018,3980
507720,Crown Hill,76,Auckland,5,North Shore City,2023,4160
507720,Crown Hill,76,Auckland,5,North Shore City,2028,4350
507720,Crown Hill,76,Auckland,5,North Shore City,2033,4540
507720,Crown Hill,76,Auckland,5,North Shore City,2038,4710
507720,Crown Hill,76,Auckland,5,North Shore City,2043,4890
507800,Lake Pupuke,76,Auckland,5,North Shore City,2013,5460
507800,Lake Pupuke,76,Auckland,5,North Shore City,2018,6010
507800,Lake Pupuke,76,Auckland,5,North Shore City,2023,6280
507800,Lake Pupuke,76,Auckland,5,North Shore City,2028,6550
507800,Lake Pupuke,76,Auckland,5,North Shore City,2033,6790
507800,Lake Pupuke,76,Auckland,5,North Shore City,2038,6990
507800,Lake Pupuke,76,Auckland,5,North Shore City,2043,7170
507900,Westlake,76,Auckland,5,North Shore City,2013,5530
507900,Westlake,76,Auckland,5,North Shore City,2018,5910
507900,Westlake,76,Auckland,5,North Shore City,2023,6340
507900,Westlake,76,Auckland,5,North Shore City,2028,6780
507900,Westlake,76,Auckland,5,North Shore City,2033,7230
507900,Westlake,76,Auckland,5,North Shore City,2038,7670
507900,Westlake,76,Auckland,5,North Shore City,2043,8120
508010,Takapuna Central,76,Auckland,5,North Shore City,2013,3290
508010,Takapuna Central,76,Auckland,5,North Shore City,2018,4360
508010,Takapuna Central,76,Auckland,5,North Shore City,2023,4960
508010,Takapuna Central,76,Auckland,5,North Shore City,2028,5560
508010,Takapuna Central,76,Auckland,5,North Shore City,2033,6150
508010,Takapuna Central,76,Auckland,5,North Shore City,2038,6710
508010,Takapuna Central,76,Auckland,5,North Shore City,2043,7230
508020,Hauraki,76,Auckland,5,North Shore City,2013,6150
508020,Hauraki,76,Auckland,5,North Shore City,2018,6650
508020,Hauraki,76,Auckland,5,North Shore City,2023,6980
508020,Hauraki,76,Auckland,5,North Shore City,2028,7310
508020,Hauraki,76,Auckland,5,North Shore City,2033,7620
508020,Hauraki,76,Auckland,5,North Shore City,2038,7900
508020,Hauraki,76,Auckland,5,North Shore City,2043,8160
508110,Seacliffe,76,Auckland,5,North Shore City,2013,3660
508110,Seacliffe,76,Auckland,5,North Shore City,2018,3760
508110,Seacliffe,76,Auckland,5,North Shore City,2023,3870
508110,Seacliffe,76,Auckland,5,North Shore City,2028,3980
508110,Seacliffe,76,Auckland,5,North Shore City,2033,4090
508110,Seacliffe,76,Auckland,5,North Shore City,2038,4180
508110,Seacliffe,76,Auckland,5,North Shore City,2043,4250
508120,Bayswater,76,Auckland,5,North Shore City,2013,2650
508120,Bayswater,76,Auckland,5,North Shore City,2018,2730
508120,Bayswater,76,Auckland,5,North Shore City,2023,2830
508120,Bayswater,76,Auckland,5,North Shore City,2028,2930
508120,Bayswater,76,Auckland,5,North Shore City,2033,3020
508120,Bayswater,76,Auckland,5,North Shore City,2038,3100
508120,Bayswater,76,Auckland,5,North Shore City,2043,3170
508210,Kaipatiki,76,Auckland,5,North Shore City,2013,4810
508210,Kaipatiki,76,Auckland,5,North Shore City,2018,5250
508210,Kaipatiki,76,Auckland,5,North Shore City,2023,5540
508210,Kaipatiki,76,Auckland,5,North Shore City,2028,5820
508210,Kaipatiki,76,Auckland,5,North Shore City,2033,6070
508210,Kaipatiki,76,Auckland,5,North Shore City,2038,6310
508210,Kaipatiki,76,Auckland,5,North Shore City,2043,6550
508220,Windy Ridge,76,Auckland,5,North Shore City,2013,3810
508220,Windy Ridge,76,Auckland,5,North Shore City,2018,4100
508220,Windy Ridge,76,Auckland,5,North Shore City,2023,4290
508220,Windy Ridge,76,Auckland,5,North Shore City,2028,4470
508220,Windy Ridge,76,Auckland,5,North Shore City,2033,4640
508220,Windy Ridge,76,Auckland,5,North Shore City,2038,4810
508220,Windy Ridge,76,Auckland,5,North Shore City,2043,5000
508310,Glenfield Central,76,Auckland,5,North Shore City,2013,5040
508310,Glenfield Central,76,Auckland,5,North Shore City,2018,5300
508310,Glenfield Central,76,Auckland,5,North Shore City,2023,5510
508310,Glenfield Central,76,Auckland,5,North Shore City,2028,5710
508310,Glenfield Central,76,Auckland,5,North Shore City,2033,5880
508310,Glenfield Central,76,Auckland,5,North Shore City,2038,6020
508310,Glenfield Central,76,Auckland,5,North Shore City,2043,6160
